Puntuaje,Tipo de Pago,Título comentario,Cuerpo comentario,Cuotas de pago,Valor del pago,Categoría producto,Peso producto (g),Largo producto (cm),Ancho producto (cm),Alto producto (cm),Ciudad cliente,Estado orden,Precio envío,ID vendedor,Secuencia de pago,Tiempo compra pedido,Fecha de cargo,Fecha de entrega prevista,Fecha estimada de entrega,Creación comentario,Lapso tiempo respuesta,Ciudad vendedor,Estado vendedor,Estado cliente,Fecha límite de envío
3,boleto,Bom,Loja boa!,1,665.44,consoles_games,650.0,20.0,25.0,30.0,santana do mundau,delivered,66.44,6bef34c5be6f2bbd70aa5165f6df94b1,1,2018-07-31 23:31:44,2018-08-02 15:05:00,2018-08-11 07:28:31,2018-08-29 00:00:00,2018-08-12 00:00:00,2018-08-14 14:13:05,timbo,SC,AL,2018-08-08 05:05:18
3,credit_card,,"É mais bonito na foto, se eu visse pessoalmente, eu não compraria!!",8,107.78,bed_bath_table,1383.0,50.0,40.0,10.0,queimados,delivered,17.88,4a3ca9315b744ce9f8e9374361493884,1,2017-06-06 18:08:32,2017-06-07 11:23:03,2017-06-19 10:09:45,2017-06-30 00:00:00,2017-06-20 00:00:00,2017-06-20 19:06:26,ibitinga,SP,RJ,2017-06-13 18:25:20
2,credit_card,,Não recebi a quantidade certa! Comprei 5 produtos porém só veio 3,10,268.45,furniture_decor,450.0,16.0,11.0,2.0,resende,delivered,15.1,e250d617a0ad591ba9bd663e584a895d,1,2018-02-26 19:29:46,2018-02-28 23:19:11,2018-03-13 20:11:11,2018-03-19 00:00:00,2018-03-14 00:00:00,2018-03-15 23:31:26,guarulhos,SP,RJ,2018-03-05 19:30:25
1,boleto,,O PRODUTO CHEGOU TODO AMASSADO. TÃO AMASSADO QUE VINCOU O ADESIVO E IMPOSSIBILITOU O USO DO PRODUTO. PÉSSIMO.,1,55.13,baby,300.0,68.0,13.0,7.0,brasilia,delivered,15.23,5a8e7d5003a1f221f9e1d6e411de7c23,1,2018-03-10 22:21:51,2018-03-16 18:28:56,2018-03-28 20:05:17,2018-04-02 00:00:00,2018-03-29 00:00:00,2018-03-29 23:54:25,campinas,SP,DF,2018-03-19 04:08:00
2,boleto,,"Os tampos da mesa estavam danificados e aparentemente tentaram pintar com qualquer tinta antes de enviar o que só piorou tudo, acabamento péssimo, lateral do tampo descascando e soltando pedacinho :(",1,180.25,office_furniture,16125.0,81.0,83.0,7.0,sao jose dos campos,delivered,33.26,7c67e1448b00f6e969d365cea6b010ab,1,2017-06-19 23:07:13,2017-06-26 17:34:41,2017-06-29 15:03:36,2017-07-10 00:00:00,2017-06-30 00:00:00,2017-07-01 20:22:44,itaquaquecetuba,SP,SP,2017-07-05 02:15:51
1,credit_card,,Não recebi a mercadoria ainda!! Vou aguardar e depois pedir o ressarcimento.,3,30.84,telephony,113.0,18.0,11.0,4.0,tiete,delivered,11.85,2138ccb85b11a4ec1e37afbd1c8eda1f,1,2017-11-27 23:17:35,2017-11-29 16:38:52,2017-12-18 23:12:17,2017-12-15 00:00:00,2017-12-17 00:00:00,2017-12-18 00:45:50,sao paulo,SP,SP,2017-12-03 23:30:37
5,boleto,,"Produto conforme o combinado


",1,106.76,bed_bath_table,1825.0,44.0,34.0,14.0,rio de janeiro,delivered,26.86,4a3ca9315b744ce9f8e9374361493884,1,2018-06-17 10:49:42,2018-06-19 14:55:00,2018-06-25 11:49:48,2018-07-25 00:00:00,2018-06-26 00:00:00,2018-06-28 20:05:32,ibitinga,SP,RJ,2018-06-21 04:17:08
1,credit_card,nao recomedo,pedi unissex e veio feminino pequeno,5,163.89,watches_gifts,335.0,17.0,16.0,11.0,barra de sao francisco,delivered,18.89,7d13fca15225358621be4086e1eb0964,1,2018-05-01 13:58:43,2018-05-03 16:45:00,2018-05-11 19:32:56,2018-05-28 00:00:00,2018-05-12 00:00:00,2018-05-16 18:40:52,ribeirao preto,SP,ES,2018-05-07 15:12:21
5,credit_card,,"Produto muito bom, entregue antes do prazo.",10,142.1,garden_tools,9000.0,42.0,39.0,12.0,guarapuava,delivered,41.1,001cca7ae9ae17fb1caed9dfb1094831,1,2018-01-25 22:45:57,2018-01-31 21:32:25,2018-02-17 12:04:25,2018-02-26 00:00:00,2018-02-18 00:00:00,2018-02-20 18:51:14,cariacica,ES,PR,2018-02-01 11:32:12
5,credit_card,,Produto entregue bem antes do prazo previsto,2,275.96,air_conditioning,6100.0,42.0,35.0,42.0,santo andre,delivered,26.06,6a51fc556dab5f766ced6fbc860bc613,1,2017-05-08 11:59:25,2017-05-09 11:24:39,2017-05-12 11:24:49,2017-06-05 00:00:00,2017-05-13 00:00:00,2017-05-16 01:21:22,marilia,SP,SP,2017-05-12 13:02:59
5,credit_card,Entrega rapida,"Produto chegou em perfeitas condições, bem antes do prazo. 
Recomendo ",10,108.88,health_beauty,1850.0,24.0,23.0,36.0,franca,delivered,18.88,f3b80352b986ab4d1057a4b724be19d0,1,2018-05-08 17:02:30,2018-05-09 14:05:00,2018-05-18 12:25:52,2018-05-29 00:00:00,2018-05-19 00:00:00,2018-05-22 00:25:56,brasilia,DF,SP,2018-05-15 17:15:16
1,credit_card,,"Produto de péssima qualidade, veio danificado!! Dinheiro jogado fora!!!",3,161.3,furniture_living_room,10800.0,56.0,55.0,16.0,salvador,delivered,35.4,cf2384dd2f1dddea3f838efed0945e65,1,2017-12-08 23:32:11,2017-12-14 17:43:48,2017-12-28 18:07:03,2018-01-08 00:00:00,2017-12-29 00:00:00,2017-12-30 01:54:37,serra negra,SP,BA,2017-12-15 19:31:01
4,credit_card,,O produto não é exatamente o que eu queria. Houve uma dificuldade devido à baixa qualidade nas fotos e especificações ao escolher mas assumi o risco ao comprar.,1,59.28,electronics,150.0,24.0,18.0,9.0,porto velho,delivered,42.38,128639473a139ac0f3e5f5ade55873a5,1,2017-07-22 13:49:39,2017-07-26 18:32:47,2017-08-08 22:42:26,2017-08-25 00:00:00,2017-08-09 00:00:00,2017-08-11 21:00:14,maringa,PR,RO,2017-07-27 14:05:42
4,boleto,,Estou satisfeita ,1,65.71,bed_bath_table,650.0,16.0,16.0,10.0,sorocaba,delivered,12.71,1900267e848ceeba8fa32d80c1a5f5a8,1,2018-01-30 08:34:27,2018-02-01 17:54:52,2018-02-08 19:28:35,2018-02-21 00:00:00,2018-02-09 00:00:00,2018-02-09 22:00:32,ibitinga,SP,SP,2018-02-07 02:56:13
4,credit_card,recomendo,"estou esperando meu produto, depois faço a avaliaçao",1,328.17,furniture_decor,1900.0,28.0,21.0,19.0,porto alegre,shipped,28.18,710e3548e02bc1d2831dfc4f1b5b14d4,1,2018-03-27 20:32:27,2018-03-28 23:39:31,,2018-05-04 00:00:00,2018-05-06 00:00:00,2018-05-08 11:24:16,rolandia,PR,RS,2018-04-02 20:47:13
3,credit_card,,FIQUEI TRISTE E ANSIOSO POIS O CÓDIGO DE RASTREAMENTO NÃO ME INFORMAVA ONDE ESTAVA O PACOTE MAS CHEGOU POREM COM UM DIA DE ATRASO. ESTOU SIM SATISFEITO POIS PROBLEMA FOI DOS CORREIOS E NÃO DO VENDEDOR,2,617.93,audio,530.0,19.0,15.0,14.0,rio de janeiro,delivered,18.94,b33e7c55446eabf8fe1a42d037ac7d6d,1,2018-02-01 18:09:49,2018-02-06 01:34:26,2018-03-06 23:29:04,2018-03-02 00:00:00,2018-03-07 00:00:00,2018-03-14 02:34:08,pradopolis,SP,RJ,2018-02-08 18:52:18
4,credit_card,,"O produto chegou no prazo, e tem boa qualidade. O único problema foi nos correios.",1,17.29,market_place,200.0,22.0,14.0,6.0,natal,delivered,21.15,d12c926d74ceff0a90a21184466ce161,1,2017-07-29 22:51:35,2017-07-31 19:27:50,2017-08-23 18:13:51,2017-09-01 00:00:00,2017-08-24 00:00:00,2017-08-25 11:17:14,sao paulo,SP,RN,2017-08-02 23:03:37
1,credit_card,,entrega errada!!,1,55.38,furniture_decor,700.0,30.0,48.0,5.0,campinas,delivered,9.34,bb135baca94c82fcb731335ad5b04a03,1,2017-12-14 11:20:31,2017-12-15 12:10:05,2017-12-18 17:35:36,2018-01-03 00:00:00,2017-12-19 00:00:00,2017-12-20 13:26:44,sao paulo,SP,SP,2017-12-20 11:31:22
2,credit_card,,"Eu não recebi, porém acredito que seja reflexo da greve. ",3,102.34,bed_bath_table,800.0,20.0,20.0,20.0,sao paulo,delivered,3.31,1c129092bf23f28a5930387c980c0dfc,1,2018-05-18 17:26:40,2018-05-22 06:20:00,2018-05-23 13:48:31,2018-05-30 00:00:00,2018-05-24 00:00:00,2018-05-26 17:42:48,sao paulo,SP,SP,2018-05-24 17:55:22
5,boleto,,Confiavel,1,36.68,telephony,100.0,16.0,11.0,7.0,sao paulo,delivered,15.79,5656537e588803a555b8eb41f07a944b,1,2017-07-20 17:31:12,2017-07-25 20:49:39,2017-07-28 16:06:45,2017-08-18 00:00:00,2017-07-29 00:00:00,2017-07-31 08:22:30,brasilia,DF,SP,2017-07-27 02:23:19
5,credit_card,,Fiquei satisfeito com a rapidez da entrega.,1,47.17,construction_tools_construction,225.0,16.0,13.0,3.0,rio de janeiro,delivered,8.27,5b664594895aefb418afaee6d40a9a23,1,2017-09-15 14:52:46,2017-09-15 21:13:35,2017-09-18 17:32:26,2017-09-27 00:00:00,2017-09-19 00:00:00,2017-09-22 18:54:11,petropolis,RJ,RJ,2017-09-21 15:05:40
5,credit_card,,Produto de qualidade com um ótimo custo beneficio ,10,140.49,garden_tools,5950.0,20.0,20.0,20.0,salvador,delivered,50.5,a1043bafd471dff536d0c462352beb48,1,2017-11-25 19:39:25,2017-11-29 20:18:55,2017-12-18 21:29:11,2017-12-21 00:00:00,2017-12-19 00:00:00,2017-12-20 11:17:18,ilicinea,MG,BA,2017-12-04 12:52:28
3,credit_card,"Recomendo, com restrições","Para uso caseiro, pois o material aparenta ser frágil e não acho que suporte em festas grandes.",1,68.55,musical_instruments,800.0,30.0,25.0,20.0,piuma,delivered,13.55,955fee9216a65b617aa5c0531780ce60,1,2018-05-14 17:02:19,2018-05-15 10:43:00,2018-05-21 19:43:00,2018-06-01 00:00:00,2018-05-22 00:00:00,2018-05-23 01:30:48,sao paulo,SP,ES,2018-05-16 17:19:05
5,credit_card,Ótimo ,Produto entregue antes do prazo. Bem embalado. Recomendo.,1,35.22,computers_accessories,125.0,18.0,15.0,7.0,vitoria,delivered,15.23,e9d99831abad74458942f21e16f33f92,1,2018-04-22 21:48:49,2018-04-25 13:16:00,2018-05-08 20:28:42,2018-05-16 00:00:00,2018-05-09 00:00:00,2018-05-10 15:46:24,sao paulo,SP,ES,2018-04-29 22:30:41
4,voucher,,Produto entregue antes do prazo.,1,71.08,fashion_bags_accessories,350.0,16.0,20.0,2.0,sao vicente,delivered,7.78,6560211a19b47992c3666cc44a7e94c0,2,2017-11-24 01:36:00,2017-11-24 18:58:36,2017-11-27 21:52:53,2017-12-08 00:00:00,2017-11-28 00:00:00,2017-11-28 17:24:13,sao paulo,SP,SP,2017-11-30 10:31:10
4,credit_card,,Recebi os produtos no prazo em ótimo estado.,2,93.57,computers_accessories,650.0,25.0,15.0,11.0,guarulhos,delivered,13.58,974cf2cb8f4b7add98709c30df02fe10,1,2018-01-21 19:25:41,2018-01-22 21:36:14,2018-02-06 17:21:54,2018-02-14 00:00:00,2018-02-07 00:00:00,2018-02-10 12:45:00,araraquara,SP,SP,2018-01-26 13:57:26
5,credit_card,,Excelente...... SÓ faltou o manual do produto. Fora isso gostei muito.,1,57.06,furniture_decor,1000.0,29.0,13.0,13.0,mesquita,delivered,11.17,de66a66f2dd06bb9ec37aa96987466a3,1,2016-10-10 11:08:53,2016-10-21 16:02:09,2016-10-21 16:25:05,2016-11-30 00:00:00,2016-10-27 00:00:00,2016-10-28 10:03:06,rio de janeiro,RJ,RJ,2016-10-21 16:25:05
5,credit_card,,Tudo maravilhoso! Atendimento 10,1,135.0,garden_tools,1500.0,30.0,30.0,22.0,florianopolis,delivered,17.6,1f50f920176fa81dab994f9023523100,1,2017-12-27 12:59:08,2017-12-27 20:44:52,2018-01-09 15:09:48,2018-01-26 00:00:00,2018-01-10 00:00:00,2018-01-10 21:05:56,sao jose do rio preto,SP,SC,2018-01-03 13:10:32
5,credit_card,Recomendo.,Ótimo produto.,2,114.7,small_appliances,1700.0,20.0,20.0,16.0,ponta grossa,delivered,26.7,4e7c18b98d84e05cbae3ff0ff03846c2,1,2018-04-22 15:04:45,2018-04-23 17:12:43,2018-04-27 19:06:55,2018-05-22 00:00:00,2018-04-28 00:00:00,2018-04-28 23:40:16,jaboticabal,SP,PR,2018-04-26 15:31:20
5,credit_card,,Nota 1000...,1,47.74,pet_shop,1500.0,50.0,33.0,30.0,teofilo otoni,delivered,15.1,718539d38d07dd351c76db862760e2e2,1,2017-06-05 08:45:30,2017-06-05 14:45:29,2017-06-13 16:48:22,2017-06-30 00:00:00,2017-06-14 00:00:00,2017-07-04 19:51:05,campinas,SP,MG,2017-06-13 08:55:16
3,credit_card,,Satisfeito,1,53.68,sports_leisure,150.0,16.0,11.0,16.0,sorocaba,delivered,7.78,4c2b230173bb36f9b240f2b8ac11786e,1,2018-01-09 10:32:00,2018-01-15 21:08:35,2018-01-22 18:03:35,2018-01-26 00:00:00,2018-01-23 00:00:00,2018-01-24 09:13:46,sao paulo,SP,SP,2018-01-15 10:39:24
5,boleto,,"Continuem assim, com essa responsabilidade com o consumidor, tanto no produto, quanto no prazo de entrega. Primeira vez que compro e vou comprar muitas. Obrigado.",1,102.64,health_beauty,210.0,17.0,12.0,9.0,paraisopolis,delivered,13.74,0df3984f9dfb3d49ac6366acbd3bbb85,1,2018-03-10 19:12:32,2018-03-13 19:37:47,2018-03-16 13:19:58,2018-03-28 00:00:00,2018-03-17 00:00:00,2018-03-24 00:22:16,betim,MG,MG,2018-03-19 04:31:17
5,credit_card,Recomendo,Tudo OK,1,254.45,housewares,1818.0,33.0,26.0,17.0,sao paulo,delivered,19.45,8a2d12a90e92f012ce5226fc6592b653,1,2018-07-28 13:12:23,2018-07-30 15:11:00,2018-08-02 21:46:43,2018-08-09 00:00:00,2018-08-03 00:00:00,2018-08-05 17:49:17,curitiba,PR,SP,2018-07-31 13:44:35
5,credit_card,,"Produto chegou antes do prazo e em perfeito estado, veio embalado com várias camadas de proteção. A guitarra é linda! Muito bom, recomendo!",6,673.34,musical_instruments,11900.0,105.0,45.0,15.0,alvorada,delivered,43.34,b2eecf5ea250510da76590ca79d60e5d,1,2017-07-12 22:56:05,2017-07-13 20:22:18,2017-07-25 19:19:30,2017-08-07 00:00:00,2017-07-26 00:00:00,2017-08-03 18:05:05,sao paulo,SP,RS,2017-07-18 23:05:19
2,credit_card,,"Veio faltando 1 kit de pendentes!!!!! Aguardando a solução. Eu pedi e paguei por 2 kits, ou seja 4 pendentes!!!!",4,177.08,furniture_decor,1900.0,35.0,35.0,45.0,araras,delivered,11.74,1025f0e2d44d7041d6cf58b6550e0bfa,1,2018-02-15 16:42:23,2018-02-20 21:16:45,2018-02-25 15:28:53,2018-03-02 00:00:00,2018-02-26 00:00:00,2018-02-28 12:29:16,sao paulo,SP,SP,2018-02-22 15:35:33
5,credit_card,Excelente ,"Excelente vendedor, produto novo na embalagem e entrega dentro do prazo estipulado ",1,32.23,bed_bath_table,250.0,16.0,16.0,10.0,petropolis,delivered,18.23,1900267e848ceeba8fa32d80c1a5f5a8,1,2018-07-19 22:16:58,2018-07-20 13:57:00,2018-07-27 20:11:48,2018-08-07 00:00:00,2018-07-28 00:00:00,2018-07-29 01:27:41,ibitinga,SP,RJ,2018-07-23 22:25:16
5,debit_card,,Produto entregue no prazo e correto.,1,101.48,bed_bath_table,1500.0,49.0,40.0,7.0,mogi-guacu,delivered,13.63,cca3071e3e9bb7d12640c9fbe2301306,1,2017-10-16 22:21:27,2017-10-18 15:09:33,2017-10-23 22:07:33,2017-11-01 00:00:00,2017-10-24 00:00:00,2017-11-10 21:24:12,ibitinga,SP,SP,2017-10-22 22:49:39
5,credit_card,,"entrega rapida e produto veio em perfeito estado, comprarei de novo",8,224.83,garden_tools,1900.0,45.0,20.0,6.0,blumenau,delivered,1.09,9de4643a8dbde634fe55621059d92273,1,2017-08-02 07:26:53,2017-08-04 18:28:55,2017-08-07 16:07:45,2017-08-15 00:00:00,2017-08-08 00:00:00,2017-08-10 19:33:15,joinville,SC,SC,2017-08-08 07:35:18
5,credit_card,,Profissionais ,3,100.77,sports_leisure,800.0,105.0,20.0,6.0,joao pessoa,delivered,35.77,cd68562d3f44870c08922d380acae552,1,2018-02-21 20:21:57,2018-02-22 22:56:53,2018-03-23 21:54:38,2018-03-22 00:00:00,2018-03-24 00:00:00,2018-03-25 16:08:23,ribeirao preto,SP,PB,2018-02-27 20:35:32
1,credit_card,,Marca como entregue 2 produtos....mas na realidade recebi apenas 1....Falta tapete de borboleta ,10,186.84,bed_bath_table,600.0,60.0,50.0,8.0,sao paulo,delivered,12.9,dc4a0fc896dc34b0d5bfec8438291c80,1,2017-08-11 21:59:06,2017-08-15 12:58:08,2017-08-22 21:38:12,2017-09-04 00:00:00,2017-08-23 00:00:00,2017-08-26 05:13:02,ibitinga,SP,SP,2017-08-20 22:25:10
5,boleto,Satisfeita!,Muito satisfeita! Excelente produto!,1,153.16,bed_bath_table,850.0,25.0,40.0,18.0,paranagua,delivered,19.59,1835b56ce799e6a4dc4eddc053f04066,1,2018-08-16 19:56:46,2018-08-20 07:25:00,2018-08-23 15:41:11,2018-08-29 00:00:00,2018-08-24 00:00:00,2018-08-27 02:20:15,ibitinga,SP,PR,2018-08-21 02:50:09
3,credit_card,,Só não foi entregue na minha residência tive q ir buscar nas agências do Correios ,7,82.69,housewares,7000.0,26.0,27.0,47.0,salvador,delivered,23.79,813348c996469b40f2e028d5429d3495,1,2017-10-26 10:05:27,2017-10-27 22:42:58,2017-11-27 10:09:32,2017-11-22 00:00:00,2017-11-25 00:00:00,2017-11-27 02:39:17,jundiai,SP,BA,2017-11-03 10:15:16
2,credit_card,,A OPÇÃO DE RASTREIO DO PRODUTO É MUITO VAGA NÃO DA INFORMAÇÕES REAIS DE ONDE SE ENCONTRA O PRODUTO. O MINIMO SERIA TER COMO ACOMPANHAR O PEDIDO,1,380.08,furniture_decor,2600.0,50.0,30.0,10.0,rio de janeiro,delivered,20.02,955fee9216a65b617aa5c0531780ce60,1,2017-12-01 13:45:30,2017-12-04 21:22:58,2018-01-03 21:36:42,2017-12-27 00:00:00,2017-12-30 00:00:00,2018-01-08 19:28:22,sao paulo,SP,RJ,2017-12-08 13:52:24
5,credit_card,,Muito bom esse produto gostei muito mesmo,1,46.48,telephony,150.0,17.0,13.0,10.0,sao paulo,delivered,7.53,8d956fec2e4337affcb520f56fd8cbfd,1,2018-08-16 01:14:12,2018-08-16 14:39:00,2018-08-20 21:03:57,2018-08-21 00:00:00,2018-08-21 00:00:00,2018-08-22 02:00:55,sao bernardo do campo,SP,SP,2018-08-20 01:25:17
5,credit_card,,Adorei recomendo ,6,314.3,furniture_decor,2750.0,35.0,11.0,35.0,sao paulo,delivered,14.4,bd23da7354813347129d751591d1a6e2,1,2018-08-17 09:08:30,2018-08-17 19:55:00,2018-08-18 17:12:37,2018-08-22 00:00:00,2018-08-19 00:00:00,2018-08-20 12:18:01,sao paulo,SP,SP,2018-08-21 09:29:42
5,credit_card,,Xxxxx,1,49.01,costruction_tools_garden,613.0,26.0,21.0,15.0,novo hamburgo,delivered,15.11,7040e82f899a04d1b434b795a43b4617,1,2018-01-10 18:34:03,2018-01-11 22:47:05,2018-01-24 18:37:12,2018-02-05 00:00:00,2018-01-25 00:00:00,2018-02-06 23:27:48,sao paulo,SP,RS,2018-01-16 18:48:38
5,boleto,,"Tudo conforme anunciado, recomendo",1,117.74,garden_tools,2900.0,67.0,31.0,3.0,santa teresa,delivered,18.74,ff063b022a9a0aab91bad2c9088760b7,1,2018-04-27 22:30:19,2018-05-02 14:05:00,2018-05-09 20:40:52,2018-05-21 00:00:00,2018-05-10 00:00:00,2018-05-13 20:53:27,santo andre,SP,ES,2018-05-07 05:54:26
2,credit_card,Diferente ,"O produto está diferente da foto, deveriam colocar exatamente o que será enviado.",3,169.05,party_supplies,200.0,28.0,26.0,16.0,itajai,delivered,19.15,f88adb15807168d3c43d71021090ce4a,1,2018-08-14 18:06:34,2018-08-15 13:39:00,2018-08-21 21:31:56,2018-09-14 00:00:00,2018-08-22 00:00:00,2018-08-23 02:23:47,porto ferreira,SP,SC,2018-08-23 18:45:10
3,credit_card,,Demorou mas chegou tudo certo. ,2,104.87,health_beauty,550.0,20.0,20.0,20.0,rio de janeiro,delivered,16.87,56642bcb79900e777d68e91915cb4267,1,2017-11-24 12:26:09,2017-11-24 22:43:25,2017-11-30 16:38:09,2017-12-14 00:00:00,2017-12-01 00:00:00,2017-12-01 20:10:23,sao paulo,SP,RJ,2017-11-30 14:34:33
5,boleto,,Entrega no meu caso bem antes do prazo e smp o pedido certo :),1,36.64,furniture_decor,1050.0,100.0,11.0,5.0,sao paulo,delivered,11.74,391fc6631aebcf3004804e51b40bcf1e,1,2017-03-04 16:08:18,2017-03-08 13:53:54,2017-03-14 12:48:42,2017-03-23 00:00:00,2017-03-15 00:00:00,2017-03-17 19:55:53,ibitinga,SP,SP,2017-03-13 03:55:22
1,credit_card,,"ACHEI TUDO PÉSSIMO, NÃO TEM IDENTIFICAÇÃO NA EMBALAGEM DO PRODUTO, NÃO TEM VALIDADE JÁ QUE É UM PRODUTO DE APLICAR NO ROSTO , VEIO EM UM DEPOSITO QUE SE COMPRA EM LOJINHAS PRESO COM DUREX ...DETESTEI",5,53.05,perfumery,50.0,16.0,11.0,5.0,mossoro,delivered,34.15,3c7c4a49ec3c6550809089c6a2ca9370,1,2017-09-11 23:24:59,2017-09-12 17:43:28,2017-09-27 16:42:09,2017-10-05 00:00:00,2017-09-28 00:00:00,2017-09-28 20:11:40,sao paulo,SP,RN,2017-09-17 23:35:16
1,credit_card,,"Não recebi o produto até a data estipulada, sendo que o tempo para remessa era enorme, infelizmente não sei se foi problema dos correios ou a loja fez algo errado na remessa.",10,111.88,health_beauty,2000.0,90.0,15.0,8.0,igrejinha,delivered,19.88,f84a00e60c73a49e7e851c9bdca3a5bb,1,2018-01-19 18:25:30,2018-01-27 15:28:45,2018-03-02 18:18:36,2018-02-19 00:00:00,2018-02-21 00:00:00,2018-02-21 10:20:06,rio de janeiro,RJ,RS,2018-01-25 18:35:20
4,boleto,,Ótima compra e bom vendedor.Levou um tempo maior do que esperava para receber mas ainda dentro do prazo legal.,1,459.32,audio,1360.0,28.0,24.0,21.0,rio de janeiro,delivered,20.32,e333046ce6517bd8bb510291d44f0130,1,2017-08-15 11:30:23,2017-08-17 16:40:38,2017-08-29 20:53:50,2017-09-06 00:00:00,2017-08-30 00:00:00,2017-08-31 13:20:47,ipaussu,SP,RJ,2017-08-23 02:50:17
1,credit_card,,"Recebi 3 copos iguais indevidamente, como faço para fazerem as trocas ?",6,65.18,housewares,750.0,16.0,11.0,26.0,sao paulo,delivered,10.22,98dac6635aee4995d501a3972e047414,1,2018-04-13 23:52:54,2018-04-16 22:52:56,2018-04-17 14:23:33,2018-04-30 00:00:00,2018-04-18 00:00:00,2018-04-20 06:12:32,sao paulo,SP,SP,2018-04-19 00:14:43
2,credit_card,,Veio com defeito. Não reconhece em nenhum computador e não funciona.,1,30.13,audio,200.0,27.0,20.0,5.0,marica,delivered,15.23,7040e82f899a04d1b434b795a43b4617,1,2018-03-26 20:27:03,2018-03-29 01:32:56,2018-04-02 17:32:02,2018-04-18 00:00:00,2018-04-03 00:00:00,2018-04-04 21:09:46,sao paulo,SP,RJ,2018-03-30 20:47:01
5,credit_card,Ótimo produto ,Recomendo chegou antes do prazo ,2,84.84,drinks,550.0,30.0,15.0,15.0,osasco,delivered,9.84,e9779976487b77c6d4ac45f75ec7afe9,1,2018-07-26 17:13:22,2018-07-30 12:45:00,2018-07-31 16:42:38,2018-08-06 00:00:00,2018-08-01 00:00:00,2018-08-01 20:26:16,praia grande,SP,SP,2018-07-31 17:24:24
5,credit_card,Rapidinho,Chegou bem antes do prazo. Muito bom.,3,92.64,bed_bath_table,450.0,20.0,12.0,10.0,belo horizonte,delivered,11.42,259f7b5e6e482c230e5bfaa670b6bb8f,1,2018-05-07 13:02:03,2018-05-08 14:38:00,2018-05-15 20:48:38,2018-05-24 00:00:00,2018-05-16 00:00:00,2018-05-21 15:06:10,poa,SP,MG,2018-05-11 16:31:40
1,credit_card,,"OBS: como voces dividiram, fracionaram o pedido dos controles remotos em ENTREGA 01 e 02 e 03, realmente está faltando entrega (falta um controle remoto da Sony e um controle remoto da LG)",10,100.7,electronics,150.0,18.0,15.0,12.0,cuiaba,delivered,15.79,5656537e588803a555b8eb41f07a944b,1,2018-02-28 11:14:58,2018-02-28 20:32:38,2018-03-28 20:58:25,2018-03-23 00:00:00,2018-03-25 00:00:00,2018-04-03 05:30:58,brasilia,DF,MT,2018-03-06 11:30:54
5,credit_card,Super recomendo ,"Amei o produto, chegou antes da data prevista para entrega, super amei, super recomendo ",3,174.19,watches_gifts,335.0,17.0,16.0,11.0,contagem,delivered,19.19,7d13fca15225358621be4086e1eb0964,1,2018-08-10 10:42:26,2018-08-15 15:19:00,2018-08-20 13:43:51,2018-09-04 00:00:00,2018-08-21 00:00:00,2018-08-21 14:21:53,ribeirao preto,SP,MG,2018-08-21 10:55:18
4,credit_card,Bom serviço,"O produto foi enviado rapidamente, e os correios milagrosamente entregaram rápido. A caixa veio com leves amassados e arranhões, mas nada que tenha chegado ao produto.",4,1426.58,auto,3767.0,32.0,26.0,23.0,feira de santana,delivered,36.68,4d0041cdbe51b4617d95c70b19decc74,1,2018-07-18 14:29:55,2018-07-19 08:54:00,2018-07-25 20:04:59,2018-08-06 00:00:00,2018-07-26 00:00:00,2018-07-28 10:31:18,juiz de fora,MG,BA,2018-07-24 14:45:17
2,credit_card,,Demora na entrega,3,34.09,fashion_bags_accessories,150.0,20.0,20.0,20.0,porto alegre,delivered,15.1,c7a0a13cbcf29d5ce51c8f80afdc0b89,1,2017-10-04 23:18:03,2017-10-11 20:21:26,2017-10-30 17:37:34,2017-11-03 00:00:00,2017-10-31 00:00:00,2017-11-04 17:32:58,laurentino,SC,RS,2017-10-12 23:35:11
5,credit_card,Super recomendo,"Excelente produto, entrega antes do esperado",6,74.47,bed_bath_table,550.0,16.0,16.0,10.0,caraguatatuba,delivered,12.79,1835b56ce799e6a4dc4eddc053f04066,1,2018-05-29 16:26:35,2018-06-01 10:46:00,2018-06-07 12:12:54,2018-06-29 00:00:00,2018-06-08 00:00:00,2018-06-11 12:10:48,ibitinga,SP,SP,2018-06-06 16:51:33
4,credit_card,,Tudo foi como divulgado.,3,220.12,toys,150.0,20.0,20.0,20.0,araripina,delivered,37.04,1da3aeb70d7989d1e6d9b0e887f97c23,1,2018-04-02 07:19:11,2018-04-03 18:28:34,2018-04-17 18:19:38,2018-04-30 00:00:00,2018-04-18 00:00:00,2018-04-21 13:11:42,sao paulo,SP,PE,2018-04-09 07:15:17
3,credit_card,,Boa qualidade,4,143.43,luggage_accessories,800.0,19.0,34.0,49.0,frei inocencio,delivered,13.93,6cd68b3ed6d59aaa9fece558ad360c0a,1,2018-01-22 18:33:21,2018-01-24 19:10:03,2018-01-26 21:52:40,2018-02-14 00:00:00,2018-01-27 00:00:00,2018-01-28 13:34:22,belo horizonte,MG,MG,2018-01-26 18:57:05
